Province/State,Country/Region,Lat,Long,Time,Confirmados diarios,Muertos diarios,Recuperados diarios,Suma confirmados,Suma muertos,Suma recuperados,Porcentaje confirmados,Porcentaje muertos,Porcentaje recuperados
,Malaysia,2.5,112.5,4/3/20,217,3,60.0,3333,53,827.0,6.96405648267009,6.0,7.822685788787484
,Maldives,3.2028,73.2207,4/3/20,0,0,0.0,19,0,13.0,0.0,0.0,0.0
,Malta,35.9375,14.3754,4/3/20,6,0,0.0,202,0,2.0,3.061224489795918,0.0,0.0
,Mauritania,21.0079,10.9408,4/3/20,0,0,0.0,6,1,2.0,0.0,0.0,0.0
,Mauritius,-20.2,57.5,4/3/20,17,0,0.0,186,7,0.0,10.059171597633137,0.0,0.0
,Mexico,23.6345,-102.5528,4/3/20,178,10,598.0,1688,60,633.0,11.788079470198676,20.0,1708.5714285714287
,Moldova,47.4116,28.3699,4/3/20,86,2,3.0,591,8,26.0,17.02970297029703,33.333333333333336,13.043478260869565
,Monaco,43.7333,7.4167,4/3/20,4,0,1.0,64,1,3.0,6.666666666666667,0.0,50.0
,Mongolia,46.8625,103.8467,4/3/20,0,0,0.0,14,0,2.0,0.0,0.0,0.0
,Montenegro,42.5,19.3,4/3/20,30,0,1.0,174,2,1.0,20.833333333333332,0.0,0.0
,Morocco,31.7917,-7.0926,4/3/20,83,4,26.0,791,48,57.0,11.72316384180791,9.090909090909092,83.87096774193549
,Namibia,-22.9576,18.4904,4/3/20,0,0,0.0,14,0,3.0,0.0,0.0,0.0
,Nepal,28.1667,84.25,4/3/20,0,0,0.0,6,0,1.0,0.0,0.0,0.0
Aruba,Netherlands,12.5186,-70.0358,4/3/20,2,0,0.0,62,0,1.0,3.3333333333333335,0.0,0.0
Curacao,Netherlands,12.1696,-68.99,4/3/20,0,0,0.0,11,1,3.0,0.0,0.0,0.0
Sint Maarten,Netherlands,18.0425,-63.0548,4/3/20,5,1,0.0,23,2,6.0,27.77777777777778,100.0,0.0
,Netherlands,52.1326,5.2913,4/3/20,1026,148,0.0,15723,1487,250.0,6.981016533986528,11.053024645257654,0.0
,New Zealand,-40.9006,174.886,4/3/20,71,0,11.0,868,1,103.0,8.90840652446675,0.0,11.956521739130435
,Nicaragua,12.8654,-85.2072,4/3/20,0,0,0.0,5,1,0.0,0.0,0.0,0.0
,Niger,17.6078,8.0817,4/3/20,22,0,0.0,120,5,0.0,22.448979591836736,0.0,0.0
,Nigeria,9.082,8.6753,4/3/20,26,2,5.0,210,4,25.0,14.130434782608695,100.0,25.0
,North Macedonia,41.6086,21.7453,4/3/20,46,1,3.0,430,12,20.0,11.979166666666666,9.090909090909092,17.647058823529413
,Norway,60.472,8.4689,4/3/20,223,9,0.0,5370,59,32.0,4.332620944239363,18.0,0.0
,Oman,21.0,57.0,4/3/20,21,0,0.0,252,1,57.0,9.090909090909092,0.0,0.0
,Pakistan,30.3753,69.3451,4/3/20,265,6,1.0,2686,40,126.0,10.945890128046262,17.647058823529413,0.8
,Panama,8.538,-80.7821,4/3/20,158,5,1.0,1475,37,10.0,11.99696279422931,15.625,11.11111111111111
,Papua New Guinea,-6.315,143.9555,4/3/20,0,0,0.0,1,0,0.0,0.0,0.0,0.0
,Paraguay,-23.4425,-58.4438,4/3/20,15,0,4.0,92,3,6.0,19.48051948051948,0.0,200.0
,Peru,-9.19,-75.0152,4/3/20,181,6,0.0,1595,61,537.0,12.8005657708628,10.909090909090908,0.0
,Philippines,13.0,122.0,4/3/20,385,29,1.0,3018,136,52.0,14.622104063805544,27.102803738317757,1.9607843137254901
,Poland,51.9194,19.1451,4/3/20,437,14,0.0,3383,71,56.0,14.8336727766463,24.56140350877193,0.0
,Portugal,39.3999,-8.2245,4/3/20,852,37,0.0,9886,246,68.0,9.431038299756475,17.70334928229665,0.0
,Qatar,25.3548,51.1839,4/3/20,126,0,21.0,1075,3,93.0,13.27713382507903,0.0,29.166666666666668
,Romania,45.9432,24.9668,4/3/20,445,18,16.0,3183,133,283.0,16.252739225712197,15.652173913043478,5.992509363295881
,Russia,60.0,90.0,4/3/20,601,4,46.0,4149,34,281.0,16.939120631341602,13.333333333333334,19.574468085106382
,Rwanda,-1.9403,29.8739,4/3/20,5,0,0.0,89,0,0.0,5.9523809523809526,0.0,0.0
,Saint Lucia,13.9094,-60.9789,4/3/20,0,0,0.0,13,0,1.0,0.0,0.0,0.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/3/20,1,0,0.0,3,0,1.0,50.0,0.0,0.0
,San Marino,43.9424,12.4578,4/3/20,0,0,0.0,245,30,21.0,0.0,0.0,0.0
,Saudi Arabia,24.0,45.0,4/3/20,154,4,23.0,2039,25,351.0,8.169761273209549,19.047619047619047,7.012195121951219
,Senegal,14.4974,-14.4524,4/3/20,12,0,11.0,207,1,66.0,6.153846153846154,0.0,20.0
,Serbia,44.0165,21.0059,4/3/20,305,8,0.0,1476,39,15.0,26.04611443210931,25.806451612903224,0.0
,Seychelles,-4.6796,55.492,4/3/20,0,0,0.0,10,0,0.0,0.0,0.0,0.0
,Singapore,1.2833,103.8333,4/3/20,65,1,16.0,1114,5,282.0,6.196377502383222,25.0,6.015037593984962
,Slovakia,48.669,19.699,4/3/20,24,0,3.0,450,1,10.0,5.633802816901408,0.0,42.857142857142854
,Slovenia,46.1512,14.9955,4/3/20,37,3,0.0,934,20,70.0,4.124860646599777,17.647058823529413,0.0
,Somalia,5.1521,46.1996,4/3/20,2,0,0.0,7,0,1.0,40.0,0.0,0.0
,South Africa,-30.5595,22.9375,4/3/20,43,4,45.0,1505,9,95.0,2.9411764705882355,80.0,90.0
,Spain,40.0,-4.0,4/3/20,7134,850,3770.0,119199,11198,30513.0,6.365948333556418,8.214147661383842,14.09714691695023
,Sri Lanka,7.0,81.0,4/3/20,8,0,3.0,159,4,24.0,5.298013245033113,0.0,14.285714285714286
,Sudan,12.8628,30.2176,4/3/20,2,0,0.0,10,2,2.0,25.0,0.0,0.0
,Suriname,3.9193,-56.0278,4/3/20,0,1,0.0,10,1,0.0,0.0,0.0,0.0
,Sweden,63.0,16.0,4/3/20,563,50,102.0,6131,358,205.0,10.111350574712644,16.233766233766232,99.02912621359224
,Switzerland,46.8182,8.2275,4/3/20,779,55,833.0,19606,591,4846.0,4.13767461624263,10.261194029850746,20.757538001495142
,Taiwan*,23.7,121.0,4/3/20,9,0,5.0,348,5,50.0,2.6548672566371683,0.0,11.11111111111111
,Tanzania,-6.369,34.8888,4/3/20,0,0,1.0,20,1,3.0,0.0,0.0,50.0
,Thailand,15.0,101.0,4/3/20,103,4,107.0,1978,19,612.0,5.493333333333333,26.666666666666668,21.18811881188119
,Togo,8.6195,0.8248,4/3/20,1,1,0.0,40,3,17.0,2.5641025641025643,50.0,0.0
,Trinidad and Tobago,10.6918,-61.2225,4/3/20,4,1,0.0,98,6,1.0,4.25531914893617,20.0,0.0
,Tunisia,34.0,9.0,4/3/20,40,4,0.0,495,18,5.0,8.791208791208792,28.571428571428573,0.0
,Turkey,38.9637,35.2433,4/3/20,2786,69,69.0,20921,425,484.0,15.36255858836504,19.382022471910112,16.626506024096386
,Uganda,1.0,32.0,4/3/20,3,0,0.0,48,0,0.0,6.666666666666667,0.0,0.0
,Ukraine,48.3794,31.1656,4/3/20,175,5,3.0,1072,27,22.0,19.50947603121516,22.727272727272727,15.789473684210526
,United Arab Emirates,24.0,54.0,4/3/20,240,1,12.0,1264,9,108.0,23.4375,12.5,12.5
Bermuda,United Kingdom,32.3078,-64.7505,4/3/20,0,0,3.0,35,0,14.0,0.0,0.0,27.272727272727273
Cayman Islands,United Kingdom,19.3133,-81.2546,4/3/20,0,0,0.0,28,1,0.0,0.0,0.0,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,4/3/20,39,1,13.0,232,4,13.0,20.207253886010363,33.333333333333336,0.0
Gibraltar,United Kingdom,36.1408,-5.3536,4/3/20,7,0,0.0,95,0,46.0,7.954545454545454,0.0,0.0
Isle of Man,United Kingdom,54.2361,-4.5481,4/3/20,19,0,0.0,114,1,0.0,20.0,0.0,0.0
Montserrat,United Kingdom,16.7425,-62.1874,4/3/20,1,0,0.0,6,0,0.0,20.0,0.0,0.0
,United Kingdom,55.3781,-3.4360000000000004,4/3/20,4450,684,0.0,38168,3605,135.0,13.197698558633371,23.4166381376241,0.0
,Uruguay,-32.5228,-55.7658,4/3/20,19,0,6.0,369,4,68.0,5.428571428571429,0.0,9.67741935483871
,US,37.0902,-95.7129,4/3/20,31745,1325,706.0,275367,9246,9707.0,13.030432391163359,16.72768589824517,7.843572936340407
,Uzbekistan,41.3775,64.5853,4/3/20,22,0,0.0,227,2,25.0,10.731707317073171,0.0,0.0
,Venezuela,6.4238,-66.5897,4/3/20,7,2,9.0,153,7,52.0,4.794520547945205,40.0,20.930232558139537
,Vietnam,16.0,108.0,4/3/20,4,0,10.0,237,0,85.0,1.7167381974248928,0.0,13.333333333333334
,Zambia,-15.4167,28.2833,4/3/20,0,0,2.0,39,1,2.0,0.0,0.0,0.0
,Zimbabwe,-20.0,30.0,4/3/20,0,0,0.0,9,1,0.0,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
,Dominica,15.415,-61.371,4/3/20,0,0,0.0,12,0,0.0,0.0,0.0,0.0
,Grenada,12.1165,-61.679,4/3/20,2,0,,12,0,,20.0,0.0,0.0
,Mozambique,-18.665695,35.529562,4/3/20,0,0,,10,0,,0.0,0.0,0.0
,Syria,34.802075,38.99681500000001,4/3/20,0,0,,16,2,,0.0,0.0,0.0
,Timor-Leste,-8.874217,125.727539,4/3/20,0,0,,1,0,,0.0,0.0,0.0
,Belize,13.1939,-59.5432,4/3/20,1,0,0.0,4,0,0.0,33.333333333333336,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,0,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
Recovered,Canada,0.0,0.0,4/3/20,0,0,,0,1,,0.0,0.0,0.0
